E_true,E_pred_direct_energy,Error_direct_energy,|Error_direct_energy|,E_pred_scaled_ratio,Error_scaled_ratio,|Error_scaled_ratio|,E_pred_log_scaled_ratio,Error_log_scaled_ratio,|Error_log_scaled_ratio|
243.61046,248.22725,4.616791,4.616791,6015194.0,6014950.5,6014950.5,5659965.5,5659722.0,5659722.0
58.240814,70.516815,12.276001,12.276001,403369.66,403311.4,403311.4,398184.56,398126.3,398126.3
26.129885,39.28797,13.158087,13.158087,104136.13,104110.0,104110.0,141059.39,141033.27,141033.27
19.799856,26.66132,6.8614635,6.8614635,50985.4,50965.598,50965.598,51907.16,51887.36,51887.36
128.77579,197.13585,68.36006,68.36006,2535532.0,2535403.2,2535403.2,2372684.5,2372555.8,2372555.8
290.33203,265.78006,-24.551971,24.551971,7575918.0,7575627.5,7575627.5,7483699.0,7483408.5,7483408.5
325.62753,278.36646,-47.261078,47.261078,9071766.0,9071440.0,9071440.0,8930123.0,8929797.0,8929797.0
272.11377,181.90854,-90.20523,90.20523,4949908.0,4949636.0,4949636.0,4338868.5,4338596.5,4338596.5
210.66032,250.23792,39.57759,39.57759,5404863.5,5404653.0,5404653.0,5086384.5,5086174.0,5086174.0
313.29172,279.09192,-34.1998,34.1998,8736561.0,8736248.0,8736248.0,8607880.0,8607567.0,8607567.0
193.43216,186.26698,-7.1651764,7.1651764,3567317.0,3567123.5,3567123.5,3194483.0,3194289.5,3194289.5
109.86653,75.74998,-34.116554,34.116554,915544.2,915434.3,915434.3,1042778.56,1042668.7,1042668.7
89.06257,89.063065,0.00049591064,0.00049591064,828905.56,828816.5,828816.5,762007.3,761918.25,761918.25
236.27756,252.96161,16.684052,16.684052,5899083.0,5898846.5,5898846.5,5727644.5,5727408.0,5727408.0
120.66697,108.60432,-12.062653,12.062653,1263315.5,1263194.9,1263194.9,1130399.5,1130278.9,1130278.9
178.22006,214.13515,35.915085,35.915085,3913283.5,3913105.2,3913105.2,3671162.0,3670983.8,3670983.8
71.25747,55.826687,-15.430782,15.430782,379278.88,379207.62,379207.62,323752.1,323680.84,323680.84
349.40622,280.479,-68.927216,68.927216,9824653.0,9824304.0,9824304.0,9649625.0,9649276.0,9649276.0
91.113,91.803246,0.6902466,0.6902466,872677.6,872586.5,872586.5,862724.0,862632.9,862632.9
258.09668,261.25705,3.1603699,3.1603699,6845803.0,6845545.0,6845545.0,6533647.0,6533389.0,6533389.0
345.9136,255.96396,-89.949646,89.949646,8866800.0,8866454.0,8866454.0,8069878.0,8069532.0,8069532.0
176.5416,248.06007,71.51848,71.51848,4399847.0,4399670.5,4399670.5,4276319.0,4276142.5,4276142.5
162.95326,142.96527,-19.987991,19.987991,2327459.5,2327296.5,2327296.5,2308086.5,2307923.5,2307923.5
75.61096,85.44934,9.838379,9.838379,605192.25,605116.6,605116.6,617354.56,617278.94,617278.94
315.7416,315.14172,-0.59988403,0.59988403,9901907.0,9901591.0,9901591.0,9577993.0,9577677.0,9577677.0
83.32062,147.63188,64.311264,64.311264,1266258.4,1266175.0,1266175.0,1254501.8,1254418.4,1254418.4
65.93956,59.598984,-6.340576,6.340576,386405.4,386339.47,386339.47,274882.9,274816.97,274816.97
276.45047,251.3661,-25.084366,25.084366,7176857.0,7176580.5,7176580.5,7147180.0,7146903.5,7146903.5
116.178925,173.6418,57.462875,57.462875,2052139.4,2052023.2,2052023.2,1927268.8,1927152.6,1927152.6
57.775517,54.832645,-2.942871,2.942871,325055.6,324997.8,324997.8,295804.53,295746.75,295746.75
12.900419,12.910265,0.009845734,0.009845734,14949.792,14936.892,14936.892,16715.98,16703.08,16703.08
278.1051,247.58694,-30.518158,30.518158,6781747.5,6781469.5,6781469.5,6535564.0,6535286.0,6535286.0
290.69928,288.1147,-2.5845947,2.5845947,8433723.0,8433432.0,8433432.0,8027629.5,8027339.0,8027339.0
10.435273,20.247946,9.812673,9.812673,20649.875,20639.44,20639.44,14385.114,14374.679,14374.679
249.88655,234.3747,-15.511856,15.511856,6005722.5,6005472.5,6005472.5,5809083.5,5808833.5,5808833.5
159.8142,165.16135,5.3471527,5.3471527,2635296.5,2635136.8,2635136.8,1931833.6,1931673.8,1931673.8
14.159506,24.629591,10.470085,10.470085,36351.73,36337.57,36337.57,26148.602,26134.441,26134.441
225.48543,209.52827,-15.957153,15.957153,4754803.5,4754578.0,4754578.0,4848585.0,4848359.5,4848359.5
134.28143,136.90881,2.6273804,2.6273804,1834595.9,1834461.6,1834461.6,1670454.9,1670320.6,1670320.6
302.02893,284.5029,-17.526031,17.526031,8540995.0,8540693.0,8540693.0,8404671.0,8404369.0,8404369.0
135.98642,134.23636,-1.750061,1.750061,1836310.2,1836174.2,1836174.2,1827117.9,1826981.9,1826981.9
216.93382,247.39865,30.464828,30.464828,5431195.0,5430978.0,5430978.0,5646810.5,5646593.5,5646593.5
155.8375,230.69084,74.85335,74.85335,3495693.5,3495537.8,3495537.8,3463967.0,3463811.2,3463811.2
90.467865,112.158134,21.69027,21.69027,1037555.4,1037464.94,1037464.94,819830.06,819739.6,819739.6
219.9847,244.49821,24.51352,24.51352,5336528.0,5336308.0,5336308.0,5056498.0,5056278.0,5056278.0
177.38931,219.39157,42.00226,42.00226,3941318.2,3941140.8,3941140.8,3739458.5,3739281.0,3739281.0
182.46715,256.15335,73.6862,73.6862,4704296.5,4704114.0,4704114.0,4392022.5,4391840.0,4391840.0
120.564926,237.9508,117.38588,117.38588,2869968.0,2869847.5,2869847.5,2840592.0,2840471.5,2840471.5
336.5618,254.48178,-82.08002,82.08002,8518478.0,8518141.0,8518141.0,8500977.0,8500640.0,8500640.0
75.07567,95.1626,20.08693,20.08693,744233.25,744158.2,744158.2,693120.8,693045.75,693045.75
